id	latin_name	phenological_event	start_month	start_day	end_month	end_day	practice	detail
987	Lilium columbianum		8	1	9	28	harvest seeds	
988	Lilium concolor		8	1	9	28	harvest seeds	
989	Lilium dauricum		8	1	9	28	harvest seeds	
990	Lilium distichum		8	1	9	28	harvest seeds	
991	Lilium henryi		8	1	9	28	harvest seeds	
992	Lilium japonicum		8	1	9	28	harvest seeds	
993	Lilium japonicum platyfolium		8	1	9	28	harvest seeds	
994	Lilium martagon		8	1	9	28	harvest seeds	
995	Lilium pardalinum		8	1	9	28	harvest seeds	
996	Lilium philadelphicum		8	1	9	28	harvest seeds	
997	Lilium pomponium		8	1	9	28	harvest seeds	
998	Lilium pumilum		8	1	9	28	harvest seeds	
999	Lilium sargentiae		8	1	9	28	harvest seeds	
1000	Lilium tsingtauense		8	1	9	28	harvest seeds	
1001	Linaria vulgaris		8	1	10	28	harvest seeds	
1002	Lindera benzoin		8	1	9	28	harvest seeds	
1003	Linum monogynum		8	1	9	28	harvest seeds	
1004	Linum usitatissimum		8	1	9	28	harvest seeds	
1005	Liriope minor		8	1	9	28	harvest seeds	
1006	Litsea cubeba		8	1	9	28	harvest seeds	
1007	Lobelia inflata		8	1	9	28	harvest seeds	
1008	Lotus corniculatus		8	1	10	28	harvest seeds	
1009	Lotus uliginosus		8	1	10	28	harvest seeds	
1010	Lupinus albus		8	1	9	28	harvest seeds	
1011	Lupinus angustifolius		8	1	9	28	harvest seeds	
1012	Lupinus luteus		8	1	9	28	harvest seeds	
1013	Lupinus mutabilis		8	1	9	28	harvest seeds	
1014	Lycium barbarum		8	1	10	28	harvest seeds	
1015	Lycopersicon esculentum		8	1	10	28	harvest seeds	
1016	Lycopersicon peruvianum		8	1	10	28	harvest seeds	
1017	Lycopersicon pimpinellifolium		8	1	10	28	harvest seeds	
1018	Lycopus europaeus		8	1	10	28	harvest seeds	
1019	Lycopus lucidus		8	1	11	28	harvest seeds	
1020	Lycopus maackianus		8	1	11	28	harvest seeds	
1021	Lysimachia nummularia		8	1	9	28	harvest seeds	
1022	Lythrum salicaria		8	1	9	28	harvest seeds	
1023	Madia densifolia		8	1	9	28	harvest seeds	
1024	Madia dissitiflora		8	1	9	28	harvest seeds	
1025	Madia elegans		8	1	9	28	harvest seeds	
1026	Madia glomerata		8	1	9	28	harvest seeds	
1027	Madia sativa		8	1	9	28	harvest seeds	
1028	Magnolia officinalis		8	1	10	28	harvest seeds	
1029	Mahonia aquifolium		8	1	9	28	harvest seeds	
1030	Malva alcea		8	1	10	28	harvest seeds	
1031	Malva excisa		8	1	10	28	harvest seeds	
1032	Malva moschata		8	1	9	28	harvest seeds	
1033	Malva pusilla		8	1	10	28	harvest seeds	
1034	Malva verticillata		8	1	10	28	harvest seeds	
1035	Margyricarpus pinnatus		8	1	9	28	harvest seeds	
1036	Marrubium vulgare		8	1	10	28	harvest seeds	
1037	Melissa officinalis		8	1	10	28	harvest seeds	
1038	Meum athamanticum		8	1	9	28	harvest seeds	
1039	Michelia figo		8	1	11	28	harvest seeds	
1040	Micromeria biflora		8	1	9	28	harvest seeds	
1041	Micromeria juliana		8	1	9	28	harvest seeds	
1042	Millettia reticulata		8	1	11	28	harvest seeds	
1043	Mirabilis jalapa		8	1	10	28	harvest seeds	
1044	Monarda didyma		8	1	10	28	harvest seeds	
1045	Morus cathayana		8	1	9	28	harvest seeds	
1046	Morus nigra		8	1	9	28	harvest seeds	
1047	Mosla chinensis		8	1	11	28	harvest seeds	
1048	Myoporum debile		8	1	10	28	harvest seeds	
1049	Myrica gale		8	1	9	28	harvest seeds	
1050	Nicotiana alata		8	1	10	28	harvest seeds	
1051	Nicotiana tabacum		8	1	10	28	harvest seeds	
1052	Nigella arvensis		8	1	10	28	harvest seeds	
1053	Nigella damascena		8	1	10	28	harvest seeds	
1054	Nigella orientalis		8	1	10	28	harvest seeds	
1055	Nuphar lutea		8	1	9	28	harvest seeds	
1056	Nymphaea alba		8	1	10	28	harvest seeds	
1057	Nymphaea candida		8	1	10	28	harvest seeds	
1058	Nymphaea odorata		8	1	10	28	harvest seeds	
1059	Nymphaea tetragona		8	1	10	28	harvest seeds	
1060	Nymphaea tuberosa		8	1	10	28	harvest seeds	
1061	Nymphoides peltata		8	1	10	28	harvest seeds	
1062	Nyssa ogeche		8	1	10	28	harvest seeds	
1063	Oenothera biennis		8	1	10	28	harvest seeds	
1064	Oenothera elata hookeri		8	1	10	28	harvest seeds	
1065	Oenothera glazioviana		8	1	10	28	harvest seeds	
1066	Olearia x haastii		8	1	9	28	harvest seeds	
1067	Ononis repens		8	1	10	28	harvest seeds	
1068	Onopordum acanthium		8	1	10	28	harvest seeds	
1069	Onopordum illyricum		8	1	10	28	harvest seeds	
1070	Origanum majorana		8	1	9	28	harvest seeds	
1071	Origanum onites		8	1	10	28	harvest seeds	
1072	Origanum vulgare		8	1	10	28	harvest seeds	
1073	Origanum vulgare hirtum		8	1	10	28	harvest seeds	
1074	Origanum x majoricum		8	1	9	28	harvest seeds	
1075	Ornithogalum pyrenaicum		8	1	9	28	harvest seeds	
1076	Osteomeles subrotunda		8	1	10	28	harvest seeds	
1077	Papaver argemone		8	1	9	28	harvest seeds	
1078	Papaver dubium		8	1	9	28	harvest seeds	
1079	Papaver rhoeas		8	1	9	28	harvest seeds	
1080	Pastinaca sativa		8	1	9	28	harvest seeds	
1081	Phacelia tanacetifolia		8	1	9	28	harvest seeds	
1082	Phaseolus coccineus		8	1	10	28	harvest seeds	
1083	Photinia parvifolia		8	1	9	28	harvest seeds	
1084	Photinia villosa		8	1	9	28	harvest seeds	
1085	Phragmites australis		8	1	10	28	harvest seeds	
1086	Physalis ixocarpa		8	1	10	28	harvest seeds	
1087	Physalis peruviana		8	1	11	28	harvest seeds	
1088	Physalis philadelphica		8	1	10	28	harvest seeds	
1089	Phyteuma orbiculare		8	1	9	28	harvest seeds	
1090	Phyteuma spicatum		8	1	9	28	harvest seeds	
1091	Phytolacca acinosa		8	1	9	28	harvest seeds	
1092	Phytolacca esculenta		8	1	9	28	harvest seeds	
1093	Picrorhiza scrophulariiflora		8	1	9	28	harvest seeds	
1094	Pieris japonica		8	1	10	28	harvest seeds	
1095	Pimpinella anisum		8	1	9	28	harvest seeds	
1096	Pimpinella saxifraga		8	1	9	28	harvest seeds	
1097	Plantago maritima		8	1	9	28	harvest seeds	
1098	Platycodon grandiflorus		8	1	9	28	harvest seeds	
1099	Polygonatum cyrtonema		8	1	10	28	harvest seeds	
1100	Polygonatum humile		8	1	9	28	harvest seeds	
1101	Polygonatum inflatum		8	1	9	28	harvest seeds	
1102	Polygonatum involucratum		8	1	9	28	harvest seeds	
1103	Polygonum arenastrum		8	1	10	28	harvest seeds	
1104	Polygonum aviculare		8	1	10	28	harvest seeds	
1105	Polygonum bistorta		8	1	10	28	harvest seeds	
1106	Polygonum bungeanum		8	1	9	28	harvest seeds	
1107	Polygonum divaricatum		8	1	9	28	harvest seeds	
1108	Polygonum japonicum		8	1	10	28	harvest seeds	
1109	Polygonum limosum		8	1	9	28	harvest seeds	
1110	Polygonum maackianum		8	1	10	28	harvest seeds	
1111	Polygonum manshuriense		8	1	9	28	harvest seeds	
1112	Polygonum molle		8	1	10	28	harvest seeds	
1113	Polygonum perfoliatum		8	1	10	28	harvest seeds	
1114	Polygonum persicaria		8	1	10	28	harvest seeds	
1115	Polygonum sachalinense		8	1	10	28	harvest seeds	
1116	Polygonum sagittatum		8	1	10	28	harvest seeds	
1117	Polygonum thunbergii		8	1	10	28	harvest seeds	
1118	Potentilla multifida		8	1	9	28	harvest seeds	
1119	Primula involucrata		8	1	9	28	harvest seeds	
1120	Prinsepia sinensis		8	1	9	28	harvest seeds	
1121	Prunella grandiflora		8	1	9	28	harvest seeds	
1122	Prunella vulgaris		8	1	9	28	harvest seeds	
1123	Prunus brigantina		8	1	9	28	harvest seeds	
1124	Prunus buergeriana		8	1	10	28	harvest seeds	
1125	Prunus cerasifera		8	1	9	28	harvest seeds	
1126	Prunus davidiana		8	1	9	28	harvest seeds	
1127	Prunus grayana		8	1	9	28	harvest seeds	
1128	Prunus mira		8	1	9	28	harvest seeds	
1129	Prunus nigra		8	1	9	28	harvest seeds	
1130	Prunus subcordata		8	1	9	28	harvest seeds	
1131	Pteroceltis tatarinowii		8	1	10	28	harvest seeds	
1132	Pyrus phaeocarpa		8	1	10	28	harvest seeds	
1133	Reseda lutea		8	1	9	28	harvest seeds	
1134	Reseda luteola		8	1	9	28	harvest seeds	
1135	Reseda odorata		8	1	10	28	harvest seeds	
1136	Rhamnus saxatilis		8	1	9	28	harvest seeds	
1137	Rhaphiolepis indica		8	1	9	28	harvest seeds	
1138	Rheum compactum		8	1	9	28	harvest seeds	
1139	Rheum nobile		8	1	9	28	harvest seeds	
1140	Rhodiola rhodantha		8	1	9	28	harvest seeds	
1141	Rhodiola tibetica		8	1	9	28	harvest seeds	
1142	Ribes distans		8	1	9	28	harvest seeds	
1143	Ribes griffithii		8	1	9	28	harvest seeds	
1144	Ribes himalense		8	1	9	28	harvest seeds	
1145	Ribes luridum		8	1	9	28	harvest seeds	
1146	Ribes palczewskii		8	1	9	28	harvest seeds	
1147	Ribes sanguineum		8	1	10	28	harvest seeds	
1148	Ribes sanguineum glutinosum		8	1	10	28	harvest seeds	
1149	Ribes x culverwellii		8	1	9	28	harvest seeds	
1150	Rosa californica		8	1	10	28	harvest seeds	
1151	Rosa centifolia		8	1	11	28	harvest seeds	
1152	Rosa corymbifera		8	1	10	28	harvest seeds	
1153	Rosa davurica		8	1	9	28	harvest seeds	
1154	Rosa fedtschenkoana		8	1	9	28	harvest seeds	
1155	Rosa gallica		8	1	10	28	harvest seeds	
1156	Rosa gigantea		8	1	11	28	harvest seeds	
1157	Rosa glauca		8	1	10	28	harvest seeds	
1158	Rosa laevigata		8	1	11	28	harvest seeds	
1159	Rosa laxa		8	1	9	28	harvest seeds	
1160	Rosa macrophylla		8	1	9	28	harvest seeds	
1161	Rosa majalis		8	1	10	28	harvest seeds	
1162	Rosa moyesii		8	1	10	28	harvest seeds	
1163	Rosa multiflora		8	1	10	28	harvest seeds	
1164	Rosa nutkana		8	1	10	28	harvest seeds	
1165	Rosa pisocarpa		8	1	10	28	harvest seeds	
1166	Rosa rubiginosa		8	1	10	28	harvest seeds	
1167	Rosa rugosa		8	1	10	28	harvest seeds	
1168	Rosa sericea		8	1	10	28	harvest seeds	
1169	Rosa sericea omiensis		8	1	10	28	harvest seeds	
1170	Rosa sericea pteracantha		8	1	10	28	harvest seeds	
1171	Rosa setipoda		8	1	10	28	harvest seeds	
1172	Rosa sweginzowii		8	1	9	28	harvest seeds	
1173	Rosa villosa		8	1	10	28	harvest seeds	
1174	Rosa webbiana		8	1	10	28	harvest seeds	
1175	Rosa woodsii		8	1	10	28	harvest seeds	
1176	Rosmarinus officinalis		8	1	10	28	harvest seeds	
1177	Rubus allegheniensis		8	1	9	28	harvest seeds	
1178	Rubus biflorus		8	1	9	28	harvest seeds	
1179	Rubus calycinus		8	1	9	28	harvest seeds	
1180	Rubus chroosepalus		8	1	9	28	harvest seeds	
1181	Rubus cockburnianus		8	1	9	28	harvest seeds	
1182	Rubus coreanus		8	1	10	28	harvest seeds	
1183	Rubus flagelliflorus		8	1	9	28	harvest seeds	
1184	Rubus floribundo-paniculatus		8	1	10	28	harvest seeds	
1185	Rubus flosculosus		8	1	9	28	harvest seeds	
1186	Rubus henryi		8	1	9	28	harvest seeds	
1187	Rubus ichangensis		8	1	9	28	harvest seeds	
1188	Rubus laciniatus		8	1	9	28	harvest seeds	
1189	Rubus niveus		8	1	9	28	harvest seeds	
1190	Rubus phoenicolasius		8	1	9	28	harvest seeds	
1191	Rubus procerus		8	1	9	28	harvest seeds	
1192	Rubus simplex		8	1	9	28	harvest seeds	
1193	Rubus stans		8	1	9	28	harvest seeds	
1194	Rubus tephrodes		8	1	10	28	harvest seeds	
1195	Rubus tricolor		8	1	9	28	harvest seeds	
1196	Rubus tsangorum		8	1	9	28	harvest seeds	
1197	Rudbeckia hirta		8	1	10	28	harvest seeds	
1198	Rudbeckia laciniata		8	1	10	28	harvest seeds	
1199	Rumex hydrolapathum		8	1	9	28	harvest seeds	
1200	Ruscus aculeatus		8	1	3	28	harvest seeds	
1201	Ruta graveolens		8	1	10	28	harvest seeds	
1202	Sagina maxima		8	1	9	28	harvest seeds	
1203	Sagittaria latifolia		8	1	9	28	harvest seeds	
1204	Sagittaria sagittifolia		8	1	9	28	harvest seeds	
1205	Salsola kali		8	1	10	28	harvest seeds	
1206	Salsola komarovi		8	1	9	28	harvest seeds	
1207	Salvia columbariae		8	1	9	28	harvest seeds	
1208	Salvia officinalis		8	1	9	28	harvest seeds	
1209	Sambucus caerulea		8	1	9	28	harvest seeds	
1210	Sambucus callicarpa		8	1	9	28	harvest seeds	
1211	Sambucus ebulus		8	1	9	28	harvest seeds	
1212	Sambucus melanocarpa		8	1	9	28	harvest seeds	
1213	Sambucus nigra		8	1	9	28	harvest seeds	
1214	Santolina chamaecyparissus		8	1	9	28	harvest seeds	
1215	Saponaria officinalis		8	1	9	28	harvest seeds	
1216	Satureja hortensis		8	1	9	28	harvest seeds	
1217	Satureja montana		8	1	10	28	harvest seeds	
1218	Saussurea costus		8	1	9	28	harvest seeds	
1219	Scabiosa columbaria		8	1	9	28	harvest seeds	
1220	Scabiosa fischeri		8	1	10	28	harvest seeds	
1221	Schisandra chinensis		8	1	10	28	harvest seeds	
1222	Schisandra grandiflora		8	1	9	28	harvest seeds	
1223	Scirpus americanus		8	1	9	28	harvest seeds	
1224	Scirpus lacustris		8	1	9	28	harvest seeds	
1225	Scirpus maritimus		8	1	9	28	harvest seeds	
1226	Secale cereale		8	1	9	28	harvest seeds	
1227	Secale strictum		8	1	9	28	harvest seeds	
1228	Sedum aizoon		8	1	9	28	harvest seeds	
1229	Sedum album		8	1	9	28	harvest seeds	
1230	Sedum anacampseros		8	1	9	28	harvest seeds	
1231	Sedum divergens		8	1	9	28	harvest seeds	
1232	Sedum japonicum		8	1	9	28	harvest seeds	
1233	Sedum kamtschaticum		8	1	9	28	harvest seeds	
1234	Sedum lanceolatum		8	1	9	28	harvest seeds	
1235	Sedum makinoi		8	1	9	28	harvest seeds	
1236	Sedum oreganum		8	1	9	28	harvest seeds	
1237	Sedum rupestre		8	1	9	28	harvest seeds	
1238	Sedum sarmentosum		8	1	9	28	harvest seeds	
1239	Sedum spurium		8	1	9	28	harvest seeds	
1240	Sedum stenopetalum		8	1	9	28	harvest seeds	
1241	Sedum telephium		8	1	9	28	harvest seeds	
1242	Sempervivum caucasicum		8	1	9	28	harvest seeds	
1243	Senecio erucifolius		8	1	9	28	harvest seeds	
1244	Senecio sylvaticus		8	1	9	28	harvest seeds	
1245	Senecio viscosus		8	1	9	28	harvest seeds	
1246	Serratula coronata		8	1	10	28	harvest seeds	
1247	Serratula tinctoria		8	1	9	28	harvest seeds	
1248	Seseli gummiferum		8	1	9	28	harvest seeds	
1249	Seseli libanotis		8	1	9	28	harvest seeds	
1250	Sicyos angulatus		8	1	10	28	harvest seeds	
1251	Silene acaulis		8	1	9	28	harvest seeds	
1252	Silene conoidea		8	1	9	28	harvest seeds	
1253	Silphium laciniatum		8	1	9	28	harvest seeds	
1254	Silybum marianum		8	1	10	28	harvest seeds	
1255	Smilacena purpurea		8	1	9	28	harvest seeds	
1256	Smilacena racemosa		8	1	10	28	harvest seeds	
1257	Smilacina stellata		8	1	9	28	harvest seeds	
1258	Solanum aethiopicum		8	1	10	28	harvest seeds	
1259	Solanum aviculare		8	1	10	28	harvest seeds	
1260	Solanum dulcamara		8	1	10	28	harvest seeds	
1261	Solanum melongena		8	1	10	28	harvest seeds	
1262	Solanum nigrum		8	1	10	28	harvest seeds	
1263	Solanum scabrum		8	1	10	28	harvest seeds	
1264	Solanum tuberosum		8	1	10	28	harvest seeds	
1265	Solidago missouriensis		8	1	10	28	harvest seeds	
1266	Solidago virgaurea		8	1	10	28	harvest seeds	
1267	Sonchus arvensis		8	1	10	28	harvest seeds	
1268	Sorbus aucuparia		8	1	9	28	harvest seeds	
1269	Spartium junceum		8	1	10	28	harvest seeds	
1270	Sphagnum cymbilifolium		8	1	9	28	harvest seeds	
1271	Spiraea blumei		8	1	10	28	harvest seeds	
1272	Spiraea hirsuta		8	1	9	28	harvest seeds	
1273	Stachys germanica		8	1	10	28	harvest seeds	
1274	Stachys palustris		8	1	10	28	harvest seeds	
1275	Stachys sylvatica		8	1	9	28	harvest seeds	
1276	Stellaria dichotoma		8	1	9	28	harvest seeds	
1277	Stephanandra incisa		8	1	9	28	harvest seeds	
1278	Styrax serrulatus		8	1	11	28	harvest seeds	
1279	Suaeda corniculata		8	1	9	28	harvest seeds	
1280	Suaeda depressa		8	1	10	28	harvest seeds	
1281	Suaeda fruticosa		8	1	10	28	harvest seeds	
1282	Suaeda maritima		8	1	10	28	harvest seeds	
1283	Suaeda occidentalis		8	1	10	28	harvest seeds	
1284	Succisa pratensis		8	1	10	28	harvest seeds	
1285	Symplocarpus foetidus		8	1	9	28	harvest seeds	
1286	Symplocarpus renifolius		8	1	9	28	harvest seeds	
1287	Tanacetum cinerariifolium		8	1	9	28	harvest seeds	
1288	Tanacetum parthenium		8	1	9	28	harvest seeds	
1289	Tanacetum vulgare		8	1	10	28	harvest seeds	
1290	Teucrium canadense		8	1	9	28	harvest seeds	
1291	Teucrium chamaedrys		8	1	9	28	harvest seeds	
1292	Teucrium marum		8	1	9	28	harvest seeds	
1293	Teucrium massiliense		8	1	9	28	harvest seeds	
1294	Teucrium polium		8	1	9	28	harvest seeds	
1295	Teucrium scordium		8	1	9	28	harvest seeds	
1296	Teucrium scorodonia		8	1	9	28	harvest seeds	
1297	Thymus serpyllum		8	1	9	28	harvest seeds	
1298	Tilia chinensis		8	1	10	28	harvest seeds	
1299	Tilia oliveri		8	1	9	28	harvest seeds	
1300	Tilia tuan		8	1	10	28	harvest seeds	
1301	Torilis japonica		8	1	9	28	harvest seeds	
1302	Tradescantia virginiana		8	1	10	28	harvest seeds	
1303	Tragopogon pratensis		8	1	9	28	harvest seeds	
1304	Triglochin maritima		8	1	10	28	harvest seeds	
1305	Trigonella foenum-graecum		8	1	9	28	harvest seeds	
1306	Triticosecale spp		8	1	9	28	harvest seeds	
1307	Triticum aestivum		8	1	9	28	harvest seeds	
1308	Triticum aestivum compactum		8	1	9	28	harvest seeds	
1309	Triticum aestivum macha		8	1	9	28	harvest seeds	
1310	Triticum aestivum spelta		8	1	9	28	harvest seeds	
1311	Triticum aestivum sphaerococcum		8	1	9	28	harvest seeds	
1312	Triticum bicorne		8	1	9	28	harvest seeds	
1313	Triticum georgicum		8	1	9	28	harvest seeds	
1314	Triticum monococcum		8	1	9	28	harvest seeds	
1315	Triticum monococcum aegilopoides		8	1	9	28	harvest seeds	
1316	Triticum sovieticum		8	1	9	28	harvest seeds	
1317	Triticum timopheevii		8	1	9	28	harvest seeds	
1318	Triticum turgidum		8	1	9	28	harvest seeds	
1319	Triticum turgidum carthlicum		8	1	9	28	harvest seeds	
1320	Triticum turgidum dicoccoides		8	1	9	28	harvest seeds	
1321	Triticum turgidum dicoccon		8	1	9	28	harvest seeds	
1322	Triticum turgidum durum		8	1	9	28	harvest seeds	
1323	Triticum turgidum polonicum		8	1	9	28	harvest seeds	
1324	Triticum turgidum turanicum		8	1	9	28	harvest seeds	
1325	Triticum vavilovi		8	1	9	28	harvest seeds	
1326	Tropaeolum majus		7	7	10	28	harvest seeds	
1327	Tropaeolum minus		8	1	10	28	harvest seeds	
1328	Ugni molinae		8	1	10	28	harvest berries/seeds	berries/seeds
1329	Urceola micrantha		8	1	12	28	harvest seeds	
1330	Vaccaria hispanica		8	1	9	28	harvest seeds	
1331	Vaccinium duclouxii		8	1	11	28	harvest seeds	
1332	Vaccinium macrocarpon		8	1	10	28	harvest seeds	
1333	Vaccinium modestum		8	1	10	28	harvest seeds	
1334	Vaccinium nummularia		8	1	9	28	harvest seeds	
1335	Vaccinium oldhamii		8	1	10	28	harvest seeds	
1336	Vaccinium vitis-idaea		8	1	10	28	harvest seeds	
1337	Verbascum blattaria		8	1	10	28	harvest seeds	
1338	Verbascum lychnitis		8	1	9	28	harvest seeds	
1339	Verbascum nigrum		8	1	10	28	harvest seeds	
1340	Verbascum phlomoides		8	1	10	28	harvest seeds	
1341	Verbascum pulverulentum		8	1	9	28	harvest seeds	
1342	Verbascum thapsus		8	1	9	28	harvest seeds	
1343	Verbena officinalis		8	1	9	28	harvest seeds	
1344	Viburnum rufidulum		8	1	10	28	harvest seeds	
1345	Vicia unijuga		8	1	9	28	harvest seeds	
1346	Vigna unguiculata cylindrica		8	1	10	28	harvest seeds	
1347	Vitis berlandieri		8	1	9	28	harvest seeds	
1348	Vitis riparia		8	1	9	28	harvest seeds	
1349	Weigela hortensis		8	1	10	28	harvest seeds	
1350	Xanthium commune		8	1	10	28	harvest seeds	
1351	Xanthium spinosum		8	1	10	28	harvest seeds	
1352	Xanthium strumarium		8	1	10	28	harvest seeds	
1353	Zostera marina		8	1	10	28	harvest seeds	
1354	Achillea millefolium		7	1	9	28	harvest seeds	
1355	Aconitum lycoctonum vulparia		7	1	9	28	harvest seeds	
1356	Acorus calamus		7	1	8	28	harvest seeds	
1357	Actaea rubra		7	1	8	28	harvest seeds	
1358	Actaea spicata		7	1	8	28	harvest seeds	
1359	Adenophora verticillata		7	1	8	28	harvest seeds	
1360	Ajuga reptans		7	1	9	28	harvest seeds	
1361	Alisma canaliculatum		7	1	9	28	harvest seeds	
1362	Alisma plantago-aquatica		7	1	9	28	harvest seeds	
1363	Allium macrostemon		7	1	8	28	harvest seeds	
1364	Allium moly		7	1	8	28	harvest seeds	
1365	Allium schoenoprasum		7	1	8	28	harvest seeds	
1366	Alnus sinuata		7	1	8	28	harvest seeds	
1367	Amelanchier asiatica		7	1	8	28	harvest seeds	
1368	Ammi majus		7	1	10	28	harvest seeds	
1369	Anagallis arvensis		7	1	9	28	harvest seeds	
1370	Anchusa azurea		7	1	9	28	harvest seeds	
1371	Anchusa officinalis		7	1	10	28	harvest seeds	
1372	Anethum graveolens		7	1	8	28	harvest seeds	
1373	Angelica keiskei		7	1	11	28	harvest seeds	
1374	Anthemis arvensis		7	1	8	28	harvest seeds	
1375	Anthyllis vulneraria		7	1	9	28	harvest seeds	
1376	Aphanes arvensis		7	1	11	28	harvest seeds	
1377	Aquilegia flabellata		7	1	8	28	harvest seeds	
1378	Aquilegia formosa		7	1	9	28	harvest seeds	
1379	Aquilegia vulgaris		7	1	8	28	harvest seeds	
1380	Arctostaphylos uva-ursi		7	1	9	28	harvest seeds	
1381	Argemone albiflora		7	1	9	28	harvest seeds	
1382	Argemone mexicana		7	1	9	28	harvest seeds	
1383	Arnebia euchroma		7	1	9	28	harvest seeds	
1384	Artemisia caruifolia		7	1	9	28	harvest seeds	
1385	Arum maculatum		7	1	8	28	harvest seeds	
1386	Asparagus filicinus		7	1	8	28	harvest seeds	
1387	Asphodeline lutea		7	1	9	28	harvest seeds	
1388	Asplenium ruta-muraria		7	1	10	28	harvest seeds	
1389	Asplenium scolopendrium		7	1	8	28	harvest seeds	
1390	Astragalus hamosus		7	1	9	28	harvest seeds	
1391	Athyrium filix-femina		7	1	8	28	harvest seeds	
1392	Azorina vidalii		7	1	8	28	harvest seeds	
1393	Barbarea vulgaris		7	1	9	28	harvest seeds	
1394	Beckmannia eruciformis		7	1	8	28	harvest seeds	
1395	Beckmannia syzigachne		7	1	8	28	harvest seeds	
1396	Berberis darwinii		7	1	8	28	harvest seeds	
1397	Betula pendula		7	1	8	28	harvest seeds	
1398	Borago officinalis		7	1	10	28	harvest seeds	
1399	Brassica nigra		7	1	9	28	harvest seeds	
1400	Brassica oleracea		7	1	9	28	harvest seeds	
1401	Brassica oleracea alboglabra		7	1	9	28	harvest seeds	
1402	Brassica oleracea botrytis		7	1	9	28	harvest seeds	
1403	Brassica oleracea botrytis aparagoides		7	1	9	28	harvest seeds	
1404	Brassica oleracea capitata		7	1	9	28	harvest seeds	
1405	Brassica oleracea costata		7	1	9	28	harvest seeds	
1406	Brassica oleracea gemmifera		7	1	9	28	harvest seeds	
1407	Brassica oleracea gongylodes		7	1	9	28	harvest seeds	
1408	Brassica oleracea italica		7	1	9	28	harvest seeds	
1409	Brassica oleracea medullosa		7	1	9	28	harvest seeds	
1410	Brassica oleracea palmifolia		7	1	9	28	harvest seeds	
1411	Brassica oleracea ramosa		7	1	9	28	harvest seeds	
1412	Brassica oleracea sabauda		7	1	9	28	harvest seeds	
1413	Brassica oleracea sabellica		7	1	9	28	harvest seeds	
1414	Brassica oleracea viridis		7	1	8	15	harvest seeds	
1415	Brassica rapa		7	1	9	28	harvest seeds	
1416	Brodiaea coronaria		7	1	8	28	harvest seeds	
1417	Buglossoides arvensis		7	1	8	28	harvest seeds	
1418	Bunias erucago		7	1	9	28	harvest seeds	
1419	Bunias orientalis		7	1	9	28	harvest seeds	
1420	Bunium bulbocastanum		7	1	8	28	harvest seeds	
1421	Bupleurum rotundifolium		7	1	8	28	harvest seeds	
1422	Camassia quamash		7	1	8	28	harvest seeds	
1423	Cardamine macrophylla		7	1	9	28	harvest seeds	
1424	Carduus cernuus		7	1	8	28	harvest seeds	
1425	Carduus crispus		7	1	8	28	harvest seeds	
1426	Carduus nutans		7	1	8	28	harvest seeds	
1427	Carex aquatilis		7	1	8	28	harvest seeds	
1428	Carex arenaria		7	1	8	28	harvest seeds	
1429	Carex buxbaumii		7	1	8	28	harvest seeds	
1430	Carex disticha		7	1	8	28	harvest seeds	
1431	Carex elata		7	1	8	28	harvest seeds	
1432	Carex riparia		7	1	8	28	harvest seeds	
1433	Carex rostrata		7	1	8	28	harvest seeds	
1434	Carlina acanthifolia		7	1	8	28	harvest seeds	
1435	Carlina acaulis		7	1	8	28	harvest seeds	
1436	Carum carvi		7	1	8	28	harvest seeds	
1437	Catabrosa aquatica		7	1	9	28	harvest seeds	
1438	Centaurea montana		7	1	9	28	harvest seeds	
1439	Centranthus ruber		7	1	9	28	harvest seeds	
1440	Cerastium furcatum		7	1	9	28	harvest seeds	
1441	Chamaemelum nobile		7	1	10	28	harvest seeds	
1442	Chelidonium majus		7	1	9	28	harvest seeds	
1443	Chloranthus japonicus		7	1	8	28	harvest seeds	
1444	Chorispora tenella		7	1	8	28	harvest seeds	
1445	Chrysanthemum segetum		7	1	9	28	harvest seeds	
1446	Chrysosplenium carnosum		7	1	8	28	harvest seeds	
1447	Circaea lutetiana		7	1	9	28	harvest seeds	
1448	Cirsium chinense		7	1	10	28	harvest seeds	
1449	Cirsium pendulum		7	1	9	28	harvest seeds	
1450	Cirsium schantarense		7	1	9	28	harvest seeds	
1451	Cirsium serratuloides		7	1	10	28	harvest seeds	
1452	Cirsium tuberosum		7	1	9	28	harvest seeds	
1453	Cirsium verutum		7	1	9	28	harvest seeds	
1454	Clematis douglasii		7	1	9	28	harvest seeds	
1455	Clematis patens		7	1	9	28	harvest seeds	
1456	Cnicus benedictus		7	1	10	28	harvest seeds	
1457	Cochlearia anglica		7	1	9	28	harvest seeds	
1458	Cochlearia officinalis		7	1	9	28	harvest seeds	
1459	Cochlearia scotica		7	1	9	28	harvest seeds	
1460	Conopodium majus		7	1	8	28	harvest seeds	
1461	Conyza canadensis		7	1	10	28	harvest seeds	
1462	Cousinia thomsonii		7	1	9	28	harvest seeds	
1463	Cymbalaria muralis		7	1	10	28	harvest seeds	
1464	Cynanchum glaucescens		7	1	10	28	harvest seeds	
1465	Cystopteris fragilis		7	1	8	28	harvest seeds	
1466	Cystopteris montana		7	1	8	28	harvest seeds	
1467	Dactylis glomerata		7	1	9	28	harvest seeds	
1468	Delphinium brunonianum		7	1	8	28	harvest seeds	
